Child Commit Recent Date,Parent,Total Deleted Testfile,Deleted Testfile,Total Deleted Tests,Deleted Tests
2018-11-04 09:11:13,"=HYPERLINK(""https://github.com/pmd/pmd/commit/efc22da116dffc30f22f448c95bb3dd6a89f1bd4"", ""efc22da116dffc30f22f448c95bb3dd6a89f1bd4"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/util/designer/DesignerTest.java'],1,['testCopyXmlToClipboard']
2018-11-26 06:55:35,"=HYPERLINK(""https://github.com/pmd/pmd/commit/32002664f7cf908d1a522a21e8fa306f4485c70e"", ""32002664f7cf908d1a522a21e8fa306f4485c70e"")",1,['pmd-python/src/test/java/net/sourceforge/pmd/LanguageVersionDiscovererTest.java'],1,['testPython']
2018-11-30 09:10:18,"=HYPERLINK(""https://github.com/pmd/pmd/commit/41d52818b1f4d0c314d9053cc3aa3402c209c642"", ""41d52818b1f4d0c314d9053cc3aa3402c209c642"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/properties/PropertyAccessorTest.java'],4,"['testIntegers', 'testBooleans', 'testFloats', 'testStrings']"
2018-12-01 04:18:18,"=HYPERLINK(""https://github.com/pmd/pmd/commit/db630557bac9a804b3c303be76c96169432312bd"", ""db630557bac9a804b3c303be76c96169432312bd"")",1,['pmd-java8/src/test/java/net/sourceforge/pmd/lang/java/bugs/InterfaceMethodTest.java'],1,['shouldNotFail']
2019-01-05 15:57:58,"=HYPERLINK(""https://github.com/pmd/pmd/commit/45c8f50930abd69ca6b11c229c7571d341aedbef"", ""45c8f50930abd69ca6b11c229c7571d341aedbef"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTMethodDeclarationTest.java'],1,['testGetVariableName']
2019-01-23 11:35:11,"=HYPERLINK(""https://github.com/pmd/pmd/commit/ba8f318ef9405a2e90cef78cd6e349da68f06f55"", ""ba8f318ef9405a2e90cef78cd6e349da68f06f55"")",1,['pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/rule/ApexXpathRuleTest.java'],1,['testXPathAttributesOfUnderlyingNode']
2019-02-27 09:20:00,"=HYPERLINK(""https://github.com/pmd/pmd/commit/9e8fc3f4a2c74cb9ba338a2407ca3c6aeb51d657"", ""9e8fc3f4a2c74cb9ba338a2407ca3c6aeb51d657"")",1,['pmd-ui/src/test/java/net/sourceforge/pmd/util/fxdesigner/util/DesignerUtilTest.java'],1,['testGetFxml']
2019-05-20 13:13:12,"=HYPERLINK(""https://github.com/pmd/pmd/commit/56b2e6c420cd8a0e9e5961ae3e2db32e27de4deb"", ""56b2e6c420cd8a0e9e5961ae3e2db32e27de4deb"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTLiteralTest.java'],15,"['testIsStringLiteral', 'testIsNotStringLiteral', 'testIsIntIntLiteral', 'testIsIntLongLiteral', 'testIsFloatFloatLiteral', 'testIsFloatDoubleLiteral', 'testIsCharLiteral', 'testIntValueParsing', 'testIntValueParsingBinary', 'testIntValueParsingNegativeHexa', 'testFloatValueParsingNegative', 'testStringUnicodeEscapesNotEscaped', 'testStringUnicodeEscapesInvalid', 'testStringUnicodeEscapesValid', 'testCharacterUnicodeEscapesValid']"
2019-05-20 13:27:07,"=HYPERLINK(""https://github.com/pmd/pmd/commit/920b061083f489f287a2302ec12d05479a479779"", ""920b061083f489f287a2302ec12d05479a479779"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTAssignmentOperatorTest.java'],3,"['testSimpleAssignmentRecognized', 'testCompoundAssignmentPlusRecognized', 'testCompoundAssignmentMultRecognized']"
2019-05-20 13:27:07,"=HYPERLINK(""https://github.com/pmd/pmd/commit/ef7605ad6b8deb432c88d79abc14c65d2fbf7500"", ""ef7605ad6b8deb432c88d79abc14c65d2fbf7500"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTPrimarySuffixTest.java'],2,"['testArrayDereference', 'testArguments']"
2019-06-01 17:05:48,"=HYPERLINK(""https://github.com/pmd/pmd/commit/90d1467735393c8d9b9f79da1191fdfb5a3130e2"", ""90d1467735393c8d9b9f79da1191fdfb5a3130e2"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTBlockStatementTest.java'],2,"['testIsAllocation', 'testIsAllocation2']"
2019-09-06 09:46:59,"=HYPERLINK(""https://github.com/pmd/pmd/commit/ab1b50a3f69edd0d08fd53ff09f675db673cce23"", ""ab1b50a3f69edd0d08fd53ff09f675db673cce23"")",2,"['pmd-core/src/test/java/net/sourceforge/pmd/stat/StatisticalRuleTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/stat/MetricTest.java']",88,"['testGetMetricName', 'testGetCount', 'testGetTotal', 'testGetLowValue', 'testGetHighValue', 'testGetAverage', 'testGetStandardDeviation', 'testMetrics', 'testExpectedMinimum', 'testSingleDatapoint', 'testS', 'testS1', 'testS2', 'testS3', 'testS4', 'testS5', 'testT', 'testT1', 'testT2', 'testT3', 'testT4', 'testT5', 'testM', 'testM1', 'testM2', 'testM3', 'testM4', 'testM5', 'testST', 'testST1', 'testST2', 'testST3', 'testST4', 'testST5', 'testTS', 'testTS1', 'testTS2', 'testTS3', 'testTS4', 'testTS5', 'testSM', 'testSM1', 'testSM2', 'testSM3', 'testSM4', 'testSM5', 'testMS', 'testMS1', 'testMS2', 'testMS3', 'testMS4', 'testMS5', 'testTM', 'testTM1', 'testTM2', 'testTM3', 'testTM4', 'testTM5', 'testMT', 'testMT1', 'testMT2', 'testMT3', 'testMT4', 'testMT5', 'testSTM', 'testSTM1', 'testSTM2', 'testSTM3', 'testSTM4', 'testSTM5', 'testSMT', 'testSMT1', 'testSMT2', 'testSMT3', 'testSMT4', 'testSMT5', 'testTSM', 'testTSM1', 'testTSM2', 'testTSM3', 'testTSM4', 'testTSM5', 'testTMS', 'testTMS1', 'testTMS2', 'testTMS3', 'testTMS4', 'testTMS5']"
2019-09-12 20:23:18,"=HYPERLINK(""https://github.com/pmd/pmd/commit/d3c98dd14876b161c29904df8c2d9044c929c67f"", ""d3c98dd14876b161c29904df8c2d9044c929c67f"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/design/StdCyclomaticComplexityTest.java'],1,['entryStackMustBeEmpty']
2019-09-17 12:30:31,"=HYPERLINK(""https://github.com/pmd/pmd/commit/e09ea8ce1a21f8c1ae0b4f265cc0b6aba1ad0ec3"", ""e09ea8ce1a21f8c1ae0b4f265cc0b6aba1ad0ec3"")",1,['pmd-scala/src/test/java/net/sourceforge/pmd/lang/scala/ast/ScalaParserTest.java'],1,['testCountNodes']
2019-11-22 10:59:38,"=HYPERLINK(""https://github.com/pmd/pmd/commit/8c5fd6956dc406abaf57260275d5c5762bf4ed0b"", ""8c5fd6956dc406abaf57260275d5c5762bf4ed0b"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTAnnotationTest.java'],3,"['testAnnotationSucceedsWithDefaultMode', 'testAnnotationFailsWithJDK14', 'testAnnotationSucceedsWithJDK15']"
2020-01-02 19:09:16,"=HYPERLINK(""https://github.com/pmd/pmd/commit/86086bc04acf705e284735cf526a5898cfea826a"", ""86086bc04acf705e284735cf526a5898cfea826a"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/util/filter/RegexStringFilterTest.java'],5,"['testFilterAbsoluteWithExtension', 'testFilterAbsoluteWithoutExtension', 'testFilterRelativeWithExtension', 'testFilterRelativeWithoutExtension', 'testEndsWith']"
2020-01-07 16:12:53,"=HYPERLINK(""https://github.com/pmd/pmd/commit/d4da257dc64354b0e13956d2d9dcdbb7628ec4a8"", ""d4da257dc64354b0e13956d2d9dcdbb7628ec4a8"")",2,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTFieldDeclarationTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTLocalVariableDeclarationTest.java']",9,"['testIsArray', 'testMultiDimensionalArray', 'testIsSyntacticallyPublic', 'testWithEnum', 'testWithAnnotation', 'testPrivateFieldInNestedClassInsideInterface', 'testSingleDimArray', 'testMultDimArray', 'testMultDimArraySplitBraces']"
2020-01-10 14:15:15,"=HYPERLINK(""https://github.com/pmd/pmd/commit/d6296bd85fb3981124ebd0bbe855c7f9f2a1ec7f"", ""d6296bd85fb3981124ebd0bbe855c7f9f2a1ec7f"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTLiteralTest.java'],15,"['testIsStringLiteral', 'testIsNotStringLiteral', 'testIsIntIntLiteral', 'testIsIntLongLiteral', 'testIsFloatFloatLiteral', 'testIsFloatDoubleLiteral', 'testIsCharLiteral', 'testIntValueParsing', 'testIntValueParsingBinary', 'testIntValueParsingNegativeHexa', 'testFloatValueParsingNegative', 'testStringUnicodeEscapesNotEscaped', 'testStringUnicodeEscapesInvalid', 'testStringUnicodeEscapesValid', 'testCharacterUnicodeEscapesValid']"
2020-01-19 01:36:35,"=HYPERLINK(""https://github.com/pmd/pmd/commit/aa9a9c2bed2084897e4f311c8783b8a89858a876"", ""aa9a9c2bed2084897e4f311c8783b8a89858a876"")",2,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/design/StdCyclomaticComplexityTest.java', 'pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/rule/design/StdCyclomaticComplexityTest.java']",2,"['entryStackMustBeEmpty', 'entryStackMustBeEmpty']"
2020-01-23 11:27:29,"=HYPERLINK(""https://github.com/pmd/pmd/commit/127b232f2e9e22e6ca9b7c141332f28a6abaf3eb"", ""127b232f2e9e22e6ca9b7c141332f28a6abaf3eb"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/StructureTest.java'],1,['testAddResultsinDFANodeContainingAddedNode']
2020-01-23 11:27:29,"=HYPERLINK(""https://github.com/pmd/pmd/commit/34e6e8bf08d117e8c8924842b932290c8862b633"", ""34e6e8bf08d117e8c8924842b932290c8862b633"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/lang/rule/XPathRuleTest.java'],1,['typeResolutionShouldBeEnabledByDefault']
2020-01-28 08:28:21,"=HYPERLINK(""https://github.com/pmd/pmd/commit/01ef998d1756b1163197ca7a4e8bd84c73188786"", ""01ef998d1756b1163197ca7a4e8bd84c73188786"")",5,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/MethodDeclTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/AccessNodeTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/FieldDeclTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ClassDeclTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTClassOrInterfaceDeclarationTest.java']",40,"['testLocalInMethod', 'testLocalInInitializer', 'testLocalAbstractClass', 'testLocalClassWithMixedModifiers', 'testLocalClassVisibility', 'testNestedClassIsNotLocal', 'testLocalChildrenAreNotAlwaysLocal', 'testModifiersOnClassDecl', 'testStatic', 'testPublic', 'testProtected', 'testPrivate', 'testFinal', 'testSynchronized', 'testVolatile', 'testTransient', 'testNative', 'testAbstract', 'testStrict', 'testPackagePrivate', 'testPublic', 'testAbstract', 'testFinal', 'testStrict', 'testPublicFinal', 'testPublic', 'testProtected', 'testPrivate', 'testStatic', 'testFinal', 'testTransient', 'testVolatile', 'testPublic', 'testPrivate', 'testProtected', 'testFinal', 'testSynchronized', 'testAbstract', 'testNative', 'testStrict']"
2020-02-28 12:37:13,"=HYPERLINK(""https://github.com/pmd/pmd/commit/eae6e96db0b469e72e61e6e0cd1ee23465c7f30d"", ""eae6e96db0b469e72e61e6e0cd1ee23465c7f30d"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java12Test.java'],4,"['testMultipleCaseLabelsJava11', 'testSwitchRulesJava11', 'testSwitchExpressionsJava11', 'testSwitchExpressionsBreak']"
2020-03-02 18:01:10,"=HYPERLINK(""https://github.com/pmd/pmd/commit/ea0122a6560b81353f0fd381ef5d07e197139f91"", ""ea0122a6560b81353f0fd381ef5d07e197139f91"")",3,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/multifile/JavaMultifileVisitorTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/multifile/PackageStatsTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/multifile/ClassStatsTest.java']",9,"['testCountOpSigs', 'testPackageStatsNotNull', 'testOperationsAreThere', 'testFieldsAreThere', 'testBothClassesOperationsAreThere', 'testBothClassesFieldsAreThere', 'testAddClass', 'testAddOperation', 'testAddField']"
2020-04-23 12:59:51,"=HYPERLINK(""https://github.com/pmd/pmd/commit/9c9f9c458b18c4775dc5fdeba5938724b4176563"", ""9c9f9c458b18c4775dc5fdeba5938724b4176563"")",2,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/SimpleNodeTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/lang/ast/AbstractNodeTest.java']",29,"['testRemoveChildOfRootNode', 'testRemoveRootNode', 'testRemoveGrandChildNode', 'testRemoveRootNodeChildAtIndex', 'testRemoveChildAtIndexWithInvalidIndex', 'testRemoveChildAtIndexOnNodeWithNoChildren', 'testDeprecatedAttributeXPathQuery', 'testMethodDiffLines', 'testMethodSameLine', 'testNoLookahead', 'testHasExplicitExtends', 'testNoExplicitExtends', 'testHasExplicitImplements', 'testNoExplicitImplements', 'testColumnsOnQualifiedName', 'testLineNumbersForNameSplitOverTwoLines', 'testLineNumbersAreSetOnAllSiblings', 'testFindDescendantsOfType', 'testFindDescendantsOfTypeMultiple', 'testFindDescendantsOfTypeRecurse', 'testGetFirstChild', 'testGetFirstChildNested', 'testGetFirstChildNestedDeeper', 'testParentMethods', 'testContainsNoInner', 'testContainsNoInnerWithAnonInner', 'testContainsChildOfType', 'testXPathNodeSelect', 'testUserData']"
2020-04-24 06:59:08,"=HYPERLINK(""https://github.com/pmd/pmd/commit/0b776f338abff64bb10ef1da30caa25ad70dbccb"", ""0b776f338abff64bb10ef1da30caa25ad70dbccb"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/lang/rule/xpath/JaxenXPathRuleQueryTest.java'],5,"['testListAttribute', 'ruleChainVisits', 'ruleChainVisitsMultipleFilters', 'ruleChainVisitsNested', 'ruleChainVisitsNested2']"
2020-05-18 07:57:54,"=HYPERLINK(""https://github.com/pmd/pmd/commit/cc23b61b0308167ed0ea16cbc3bc30d11659b298"", ""cc23b61b0308167ed0ea16cbc3bc30d11659b298"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/lang/rule/internal/ComparatorTest.java'],3,"['transitivityTest', 'assymetryTest', 'substitutabilityTest']"
2020-05-18 07:57:55,"=HYPERLINK(""https://github.com/pmd/pmd/commit/c13951ee46a630af84f599b5209cf4f8b46e912b"", ""c13951ee46a630af84f599b5209cf4f8b46e912b"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/lang/rule/internal/IdMonoidTest.java'],1,['testSetMonoid']
2020-06-13 13:14:08,"=HYPERLINK(""https://github.com/pmd/pmd/commit/0a1e82efad8a838da894ba8cbdbfa8d60a5fe005"", ""0a1e82efad8a838da894ba8cbdbfa8d60a5fe005"")",1,['pmd-cpp/src/test/java/net/sourceforge/pmd/cpd/CPPTokenizerContinuationTest.java'],4,"['parseWithContinuation', 'parseWithContinuationCppTokenManager', 'testContinuationIntraToken', 'testContinuationInterToken']"
2020-06-13 15:00:58,"=HYPERLINK(""https://github.com/pmd/pmd/commit/4b3d58d4c98e78ab61b9b0d5c31ede6c32707715"", ""4b3d58d4c98e78ab61b9b0d5c31ede6c32707715"")",2,"['pmd-go/src/test/java/net/sourceforge/pmd/cpd/GoCPDTokenizerTest.java', 'pmd-go/src/test/java/net/sourceforge/pmd/cpd/EdgeCasesTokenizerTest.java']",2,"['testEscapedBackSlash', 'tokenizeTest']"
2020-06-13 16:44:34,"=HYPERLINK(""https://github.com/pmd/pmd/commit/60d028a28212be292d670253b5027824a197805b"", ""60d028a28212be292d670253b5027824a197805b"")",2,"['pmd-objectivec/src/test/java/net/sourceforge/pmd/cpd/UnicodeObjectiveCTokenizerTest.java', 'pmd-objectivec/src/test/java/net/sourceforge/pmd/cpd/UTF8EscapesInStringLiteralObjCTokenizerTest.java']",3,"['tokenizeTest', 'tokenizeTest', 'testIgnoreBetweenSpecialComments']"
2020-06-13 16:58:17,"=HYPERLINK(""https://github.com/pmd/pmd/commit/aedd2ce49376042e3dbdcb1d9147754214ff4697"", ""aedd2ce49376042e3dbdcb1d9147754214ff4697"")",1,['pmd-swift/src/test/java/net/sourceforge/pmd/cpd/Issue628Test.java'],1,['tokenize']
2020-06-18 11:08:29,"=HYPERLINK(""https://github.com/pmd/pmd/commit/abd50366f8c5c51f21c10bed22052567ee8a2ee3"", ""abd50366f8c5c51f21c10bed22052567ee8a2ee3"")",4,"['pmd-java/src/test/java/net/sourceforge/pmd/jaxen/RegexpAcceptanceTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/jaxen/AttributeTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/jaxen/MatchesFunctionTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/jaxen/AttributeAxisIteratorTest.java']",5,"['testRemove', 'testConstructor', 'testMatch', 'testNoMatch', 'testSimple']"
2020-07-26 08:10:26,"=HYPERLINK(""https://github.com/pmd/pmd/commit/516a3866835ada3b51fdd080bb4f9b6a5a4656b1"", ""516a3866835ada3b51fdd080bb4f9b6a5a4656b1"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTThrowStatementTest.java'],2,"['testGetFirstASTNameImageNull', 'testGetFirstASTNameImageNew']"
2020-07-28 05:31:59,"=HYPERLINK(""https://github.com/pmd/pmd/commit/7db6f3809c07c93729a8183cf80c19a9643d0837"", ""7db6f3809c07c93729a8183cf80c19a9643d0837"")",2,"['pmd-core/src/test/java/net/sourceforge/pmd/properties/MethodPropertyTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/util/TypeMapTest.java']",11,"['testMissingPackageNames', 'testAsStringOn', 'testAsMethodOn', 'testFactorySingleValue', 'testFactoryMultiValueCustomDelimiter', 'testFactoryMultiValueDefaultDelimiter', 'testAddClassOfQ', 'testContainsClassOfQ', 'testContainsString', 'testTypeFor', 'testSize']"
2020-07-28 05:51:55,"=HYPERLINK(""https://github.com/pmd/pmd/commit/942493051eb3deb429b7c4a755807b5a366f2bdf"", ""942493051eb3deb429b7c4a755807b5a366f2bdf"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/util/DateTimeUtilTest.java'],1,['testConversions']
2020-07-28 06:08:47,"=HYPERLINK(""https://github.com/pmd/pmd/commit/d650c87d8d4a60d4ad6fe2a514524d952a50bd94"", ""d650c87d8d4a60d4ad6fe2a514524d952a50bd94"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/lang/dfa/report/ViolationNodeTest.java'],7,"['testEqualsNodeWithTwoEqualViolations', 'testEqualsNodeWithTwoDifferentViolationsDifferentFilename', 'testEqualsNodeWithTwoDifferentViolationsDifferentBeginLine', 'testEqualsNodeWithTwoDifferentViolationsDifferentEndLine', 'testEqualsNodeWithTwoDifferentViolationsDifferentBeginColumn', 'testEqualsNodeWithTwoDifferentViolationsDifferentEndColumn', 'testEqualsNodeWithTwoDifferentViolationsDifferentVariableName']"
2020-07-31 10:07:16,"=HYPERLINK(""https://github.com/pmd/pmd/commit/5d13e397a05057a60aa5f6501c280055c3bb8e78"", ""5d13e397a05057a60aa5f6501c280055c3bb8e78"")",6,"['pmd-java/src/test/java/net/sourceforge/pmd/typeresolution/ClassTypeResolverTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/typeresolution/TypeInferenceTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/typeresolution/MethodTypeResolutionTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/typeresolution/PMDASMClassLoaderTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/typeresolution/ClassTypeResolverJava8Test.java', 'pmd-java/src/test/java/net/sourceforge/pmd/typeresolution/typedefinition/JavaTypeDefinitionSimpleTest.java']",98,"['testThisExpression', 'testSuperExpression', 'stackOverflowTest', 'testClassNameExists', 'acceptanceTest', 'testEnumAnonymousInnerClass', 'testNPEInJavaTypeDefinitionToString', 'testExtraTopLevelClass', 'testInnerClass', 'testInnerClassNotCompiled', 'testAnonymousClassFromInterface', 'testNestedAnonymousClass', 'testAnonymousExtendingObject', 'testAnonymousInnerClass', 'testLiterals', 'testUnaryNumericPromotion', 'testBinaryNumericPromotion', 'testBinaryStringPromotion', 'testUnaryLogicalOperators', 'testBinaryLogicalOperators', 'testUnaryNumericOperators', 'testBinaryNumericOperators', 'testAssignmentOperators', 'testFullyQualifiedType', 'testThisExpression', 'testSuperExpression', 'testArrayTypes', 'testArrayAccess', 'testReferenceType', 'testHeterogeneousArrayFieldDeclaration', 'testFieldAccess', 'testFieldAccessNested', 'testFieldAccessShadow', 'testFieldAccessSuper', 'testBoundsGenericFieldAccess', 'testParameterGenericFieldAccess', 'testSimpleGenericFieldAccess', 'testRawGenericFieldAccess', 'testPrimarySimpleGenericFieldAccess', 'testFieldAccessGenericNested', 'testFieldAccessStatic', 'testMethodPotentialApplicability', 'testMethodAccessibility', 'testMethodFirstPhase', 'testMethodMostSpecific', 'testMethodSecondPhase', 'testMethodThirdPhase', 'testMethodStaticAccess', 'testMethodGenericExplicit', 'testGenericArrays', 'testMethodTypeInference', 'testMethodTypeInferenceVarargsZeroArity', 'testMethodTypeInferenceVarargsAsFixedArity', 'testJavaTypeDefinitionEquals', 'testJavaTypeDefinitionGetSuperTypeSet', 'testJavaTypeDefinitionGetErasedSuperTypeSet', 'testMethodInitialBounds', 'testMethodInitialConstraints', 'testMethodParameterization', 'testNestedAllocationExpressions', 'testAnnotatedTypeParams', 'testMethodOverrides', 'testMethodWildcardParam', 'testAbstractMethodReturnType', 'testMethodOverloaded', 'testVarArgsMethodUseCase', 'testLocalGenericClass', 'testMethodCallExpressionTypes', 'testBoxingRules', 'testLoadClassWithImportOnDemand', 'testClassWithImportInnerOnDemand', 'testCachingOfNotFoundClasses', 'testCachingMemoryConsumption', 'testEqualityReduceProperVsProper', 'testEqualityReduceVariableVsNotPrimitive', 'testEqualityReduceNotPrimitiveVsVariable', 'testEqualityReduceSameErasure', 'testEqualityReduceArrayTypes', 'testSubtypeReduceProperVsProper', 'testSubtypeReduceVariableVsAny', 'testSubtypeReduceAnyVsVariable', 'testLooseInvocationProperVsProper', 'testLooseInvocationLeftBoxing', 'testLooseInvocationRightBoxing', 'testLooseInvocationAnythingElse', 'testContainmentReduceTypeVsType', 'testIncorporationEqualityAndEquality', 'testIncorporationEqualityAndSubtypeLeftVariable', 'testIncorporationEqualityAndSubtypeRightVariable', 'testIncorporationSubtypeAndSubtype', 'testErasedCandidateSet', 'testMinimalErasedCandidateSet', 'testLeastUpperBound', 'testResolution', 'arrayListWithoutBoundGenerics', 'arrayListOfString', 'array', 'primitive']"
2020-08-03 16:16:18,"=HYPERLINK(""https://github.com/pmd/pmd/commit/c554aceba627ffd1c28b8a80192a7f1baddf9a7c"", ""c554aceba627ffd1c28b8a80192a7f1baddf9a7c"")",6,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/StatementAndBraceFinderTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/DAAPathFinderTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/AcceptanceTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/GeneralFiddlingTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/VariableAccessTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/dfa/DataFlowNodeTest.java']",45,"['testbook', 'testLabelledBreakLockup', 'test1', 'test2', 'test3', 'test4', 'test6', 'test7', 'test8', 'test9', 'test10', 'test11', 'test12', 'test13', 'test14', 'test15', 'test16', 'test17', 'test18', 'test19', 'test20', 'test21', 'test22', 'test23', 'test24', 'test25', 'test26', 'test27', 'test28', 'test29', 'test30', 'testTwoUpdateDefs', 'testAddPathToChild', 'testRemovePathToChild', 'testRemovePathWithNonChild', 'testReverseParentPathsTo', 'testSetType', 'innerClassShouldWork', 'test1', 'testStatementExpressionParentChildLinks', 'testVariableDeclaratorParentChildLinks', 'testIfStmtHasCorrectTypes', 'testWhileStmtHasCorrectTypes', 'testForStmtHasCorrectTypes', 'testGetVariableName']"
2020-08-03 16:17:01,"=HYPERLINK(""https://github.com/pmd/pmd/commit/bf3d3083eba32c43c836dd2920fe29a43d654ab4"", ""bf3d3083eba32c43c836dd2920fe29a43d654ab4"")",1,['pmd-plsql/src/test/java/net/sourceforge/pmd/lang/plsql/dfa/StatementAndBraceFinderTest.java'],7,"['testExpressionParentChildLinks', 'testVariableOrConstantDeclaratorParentChildLinks', 'testIfStmtHasCorrectTypes', 'testWhileStmtHasCorrectTypes', 'testForStmtHasCorrectTypes', 'testSimpleCaseStmtHasCorrectTypes', 'testLabelledStmtHasCorrectTypes']"
2020-08-13 12:15:02,"=HYPERLINK(""https://github.com/pmd/pmd/commit/575d1262a9dc5dbe519d3f17bb3e2b23a5864140"", ""575d1262a9dc5dbe519d3f17bb3e2b23a5864140"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java13Test.java'],5,"['testSwitchExpressions', 'testSwitchExpressionsYield', 'testSwitchExpressionsBeforeJava13', 'testTextBlocks', 'testTextBlocksBeforeJava13']"
2020-08-23 12:17:05,"=HYPERLINK(""https://github.com/pmd/pmd/commit/c6536db0379500953c443284964528d431662bbc"", ""c6536db0379500953c443284964528d431662bbc"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/typeresolution/TypeHelperTest.java'],4,"['testIsAFallback', 'testIsAFallbackEnum', 'testIsAFallbackAnnotation', 'testIsAFallbackAnnotationSimpleNameImport']"
2020-08-31 01:34:13,"=HYPERLINK(""https://github.com/pmd/pmd/commit/08b19dbcdde5d6258515cf2620a855e7775d46ef"", ""08b19dbcdde5d6258515cf2620a855e7775d46ef"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/JavaRuleViolationFactoryTest.java'],1,['messageWithSingleBrace']
2020-09-14 11:13:42,"=HYPERLINK(""https://github.com/pmd/pmd/commit/35481bda4b59b2b032216cb92f94959a8742aeef"", ""35481bda4b59b2b032216cb92f94959a8742aeef"")",1,['pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/metrics/ApexProjectMirrorTest.java'],2,"['memoizationTest', 'forceMemoizationTest']"
2020-09-17 15:28:59,"=HYPERLINK(""https://github.com/pmd/pmd/commit/d5d30dcae758f71bc3b487d31776f3d9a93664ed"", ""d5d30dcae758f71bc3b487d31776f3d9a93664ed"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/document/DocumentOperationsApplierForNonOverlappingRegionsWithDocumentFileTest.java'],7,"['insertAtStartOfTheDocumentShouldSucceed', 'removeTokenShouldSucceed', 'insertAndRemoveTokensShouldSucceed', 'insertAndDeleteVariousTokensShouldSucceed', 'replaceATokenShouldSucceed', 'replaceVariousTokensShouldSucceed', 'insertDeleteAndReplaceVariousTokensShouldSucceed']"
